"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W3606","","","MGH","","","","","Sidonius Apollinaris, Saint, 431 or 432-approximately 487","","","W3606","","stoa0261.stoa002","urn:cts:latinLit:stoa0261.stoa002"
"https://catalog.digitallatin.org/dll-work/W3696","","","PHI","","","","","Silius Italicus, Tiberius Catius","","","W3696","phi1345.001","stoa0263.stoa001","urn:cts:latinLit:phi1345.phi001"
"https://catalog.digitallatin.org/dll-work/W3743","","","PHI","","","","","Siculus Flaccus","","","W3743","phi1342.001","stoa0260.stoa001","urn:cts:latinLit:phi1342.phi001"
"https://catalog.digitallatin.org/dll-work/W3727","","","Perseus Catalog","","","","","Siculus Flaccus","","","W3727","","stoa0260.stoa003","urn:cts:latinLit:stoa0260.stoa003"
"https://catalog.digitallatin.org/dll-work/W3773","","","Perseus Catalog","","","","","Severus, Bishop of Minorca","","","W3773","","stoa0259f.stoa001","urn:cts:latinLit:stoa0259f.stoa001"
"https://catalog.digitallatin.org/dll-work/W3750","","","Perseus Catalog","","","","","Siculus Flaccus","","","W3750","","stoa0260.stoa002","urn:cts:latinLit:stoa0260.stoa002"
"https://catalog.digitallatin.org/dll-work/W3766","","","Perseus Catalog","","","","","Severus, Bishop of Minorca","","","W3766","","stoa0259f.stoa002","urn:cts:latinLit:stoa0259f.stoa002"
"https://catalog.digitallatin.org/dll-work/W4052","","","PHI","Germ. (OLD)","","","","Statius, P. Papinius (Publius Papinius)","","","W4052","phi1020.004","","urn:cts:latinLit:phi1020.phi004"
"https://catalog.digitallatin.org/dll-work/W4057","","","PHI","Silv. (OLD)","","","","Statius, P. Papinius (Publius Papinius)","","","W4057","phi1020.002","stoa0267.stoa002","urn:cts:latinLit:phi1020.phi002"
"https://catalog.digitallatin.org/dll-work/W4076","","","PHI","Ach. (OLD)","","","","Statius, P. Papinius (Publius Papinius)","","","W4076","phi1020.003","stoa0267.stoa001","urn:cts:latinLit:phi1020.phi003"
"https://catalog.digitallatin.org/dll-work/W4064","","","PHI","Theb. (OLD)","","","","Statius, P. Papinius (Publius Papinius)","","","W4064","phi1020.001","stoa0267.stoa003","urn:cts:latinLit:phi1020.phi001"
"https://catalog.digitallatin.org/dll-work/W4268","","De finalibus ad Aquilinum","PHI","","","","","Servius, active 4th century","","","W4268","phi2349.003","","urn:cts:latinLit:phi2349.phi003"
"https://catalog.digitallatin.org/dll-work/W4245","","De metris Horatii ad Fortunatianum","PHI","","","","","Servius, active 4th century","","","W4245","phi2349.004","stoa0259.stoa004","urn:cts:latinLit:phi2349.phi004"
"https://catalog.digitallatin.org/dll-work/W4292","","Commentarius in Uergilii Georgicon libros ('Seruius auctus')","PHI","","","","","Servius, active 4th century","","","W4292","phi2349.007","","urn:cts:latinLit:phi2349.phi007"
"https://catalog.digitallatin.org/dll-work/W4293","","De centum metris ad Albinum","PHI","","","","","Servius, active 4th century","","","W4293","phi2349.001","stoa0259.stoa003","urn:cts:latinLit:phi2349.phi001"
"https://catalog.digitallatin.org/dll-work/W4246","","Commentarius in Uergilii Aeneidos libros ('Seruius auctus')","PHI","","","","","Servius, active 4th century","","","W4246","phi2349.005","stoa0259.stoa002","urn:cts:latinLit:phi2349.phi005"
"https://catalog.digitallatin.org/dll-work/W4253","","Commentarius in Uergilii Bucolicon librum ('Seruius auctus')","PHI","","","","","Servius, active 4th century","","","W4253","phi2349.006","","urn:cts:latinLit:phi2349.phi006"
"https://catalog.digitallatin.org/dll-work/W4258","","","PHI","","","","","Servius, active 4th century","","","W4258","phi2349.002","stoa0259.stoa001","urn:cts:latinLit:phi2349.phi002"
"https://catalog.digitallatin.org/dll-work/W1573","","","PHI","Poet. (OLD)","","","","Suetonius, approximately 69-approximately 122","","","W1573","phi1348.002","stoa0268.stoa004","urn:cts:latinLit:phi1348.phi002"
"https://catalog.digitallatin.org/dll-work/W1582","","","PHI","","Divus Iulius;Divus Augustus;Tiberius;Caligula;Divus Claudius;Nero;Galba;Otho;Vitellius;Divus Vespasianus;Divus Titus;Domitianus","","","Suetonius, approximately 69-approximately 122","","","W1582","phi1348.001","stoa0268.stoa006","urn:cts:latinLit:phi1348.phi001"
"https://catalog.digitallatin.org/dll-work/W171","","","Perseus Catalog","","","","","Simplicius, Pope","","","W171","","stoa0263d.stoa001","urn:cts:latinLit:stoa0263d.stoa001"
"https://catalog.digitallatin.org/dll-work/W771","","","Perseus Catalog","","","","","Sedatus, of Béziers","","","W771","","stoa0251a.stoa001","urn:cts:latinLit:stoa0251a.stoa001"
"https://catalog.digitallatin.org/dll-work/W1167","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1167","","stoa0267c.stoa002","urn:cts:latinLit:stoa0267c.stoa002"
"https://catalog.digitallatin.org/dll-work/W1193","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1193","","stoa0267c.stoa001","urn:cts:latinLit:stoa0267c.stoa001"
"https://catalog.digitallatin.org/dll-work/W1202","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1202","","stoa0267c.stoa004","urn:cts:latinLit:stoa0267c.stoa004"
"https://catalog.digitallatin.org/dll-work/W1209","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1209","","stoa0267c.stoa005","urn:cts:latinLit:stoa0267c.stoa005"
"https://catalog.digitallatin.org/dll-work/W1216","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1216","","stoa0267c.stoa006","urn:cts:latinLit:stoa0267c.stoa006"
"https://catalog.digitallatin.org/dll-work/W1230","","","Perseus Catalog","","","","","Stephen I, Pope","","","W1230","","stoa0267c.stoa003","urn:cts:latinLit:stoa0267c.stoa003"
"https://catalog.digitallatin.org/dll-work/W1547","","","PHI","","","","","Suetonius, approximately 69-approximately 122","","","W1547","phi1348.004","stoa0268.stoa005","urn:cts:latinLit:phi1348.phi004"
"https://catalog.digitallatin.org/dll-work/W1543","","","PHI","","","","","Suetonius, approximately 69-approximately 122","","","W1543","phi1348.006","","urn:cts:latinLit:phi1348.phi006"
"https://catalog.digitallatin.org/dll-work/W1558","","","PHI","","","","","Suetonius, approximately 69-approximately 122","","","W1558","phi1348.003","stoa0268.stoa002","urn:cts:latinLit:phi1348.phi003"
"https://catalog.digitallatin.org/dll-work/W1594","","","Perseus Catalog","Rhet. (OLD)","","","","Suetonius, approximately 69-approximately 122","","","W1594","","stoa0268.stoa003","urn:cts:latinLit:stoa0268.stoa003"
"https://catalog.digitallatin.org/dll-work/W1552","","","PHI","","","","","Suetonius, approximately 69-approximately 122","","","W1552","phi1348.005","","urn:cts:latinLit:phi1348.phi005"
"https://catalog.digitallatin.org/dll-work/W1706","","De mirabilis mundi","Perseus Catalog","","","","","Solinus, C. Julius, active 3rd century?","","","W1706","","stoa0264.stoa001","urn:cts:latinLit:stoa0264.stoa001"
"https://catalog.digitallatin.org/dll-work/W5332","","Heautontimorumenos  ","PHI","Hau. (OLD)","","","","Terence","","","W5332","phi0134.002","stoa0274.stoa004","urn:cts:latinLit:phi0134.phi002"
"https://catalog.digitallatin.org/dll-work/W758","","","Perseus Catalog","","","","","Symmachus, Pope","","","W758","","stoa0270b.stoa001","urn:cts:latinLit:stoa0270b.stoa001"
"https://catalog.digitallatin.org/dll-work/W4943","","Germania  ","PHI","Ger. (OLD)","","","","Tacitus, Cornelius","","","W4943","phi1351.002","stoa0273.stoa004","urn:cts:latinLit:phi1351.phi002"
"https://catalog.digitallatin.org/dll-work/W4969","","","LLT-A","","","","","Tertullian","","","W4969","","stoa0275.stoa001","urn:cts:latinLit:stoa0275.stoa001"
"https://catalog.digitallatin.org/dll-work/W4974","","","LLT-A","","","","","Tertullian","","","W4974","","",""
"https://catalog.digitallatin.org/dll-work/W4972","","","LLT-A","","","","","Tertullian","","","W4972","","stoa0275.stoa008","urn:cts:latinLit:stoa0275.stoa008"
"https://catalog.digitallatin.org/dll-work/W4975","","","LLT-A","","","","","Tertullian","","","W4975","","stoa0275.stoa015","urn:cts:latinLit:stoa0275.stoa015"
"https://catalog.digitallatin.org/dll-work/W3220","","","LLT-A","","","","","Tertullian","","","W3220","","stoa0275.stoa002","urn:cts:latinLit:stoa0275.stoa002"
"https://catalog.digitallatin.org/dll-work/W3205","","","LLT-A","","","","","Tertullian","","","W3205","","stoa0275.stoa005","urn:cts:latinLit:stoa0275.stoa005"
"https://catalog.digitallatin.org/dll-work/W3206","","","LLT-A","","","","","Tertullian","","","W3206","","",""
"https://catalog.digitallatin.org/dll-work/W2439","","","Perseus Catalog","","","","","Sulpicia","","","W2439","","stoa0269.stoa001","urn:cts:latinLit:stoa0269.stoa001"
"https://catalog.digitallatin.org/dll-work/W2427","","","Perseus Catalog","","","","","Sulpicia","","","W2427","","stoa0269.stoa002","urn:cts:latinLit:stoa0269.stoa002"
"https://catalog.digitallatin.org/dll-work/W3188","","","LLT-A","","","","","Tertullian","","","W3188","","stoa0275.stoa007","urn:cts:latinLit:stoa0275.stoa007"
"https://catalog.digitallatin.org/dll-work/W3184","","","LLT-A","","","","","Tertullian","","","W3184","","stoa0275.stoa010","urn:cts:latinLit:stoa0275.stoa010"
"https://catalog.digitallatin.org/dll-work/W3196","","","Perseus Catalog","","","","","Tertullian","","","W3196","","stoa0276.stoa001","urn:cts:latinLit:stoa0276.stoa001"
"https://catalog.digitallatin.org/dll-work/W3167","","","LLT-A","","","","","Tertullian","","","W3167","","stoa0276.stoa002","urn:cts:latinLit:stoa0276.stoa002"
"https://catalog.digitallatin.org/dll-work/W3214","","","LLT-A","","","","","Tertullian","","","W3214","","stoa0275.stoa006","urn:cts:latinLit:stoa0275.stoa006"
"https://catalog.digitallatin.org/dll-work/W3212","","","Perseus Catalog","","","","","Tertullian","","","W3212","","stoa0276.stoa004","urn:cts:latinLit:stoa0276.stoa004"
"https://catalog.digitallatin.org/dll-work/W3193","","","LLT-A","","","","","Tertullian","","","W3193","","stoa0275.stoa011","urn:cts:latinLit:stoa0275.stoa011"
"https://catalog.digitallatin.org/dll-work/W3216","","","LLT-A","","","","","Tertullian","","","W3216","","stoa0275.stoa014","urn:cts:latinLit:stoa0275.stoa014"
"https://catalog.digitallatin.org/dll-work/W3190","","","Perseus Catalog","","","","","Tertullian","","","W3190","","stoa0276.stoa005","urn:cts:latinLit:stoa0276.stoa005"
"https://catalog.digitallatin.org/dll-work/W3198","","","LLT-A","","","","","Tertullian","","","W3198","","stoa0275.stoa004","urn:cts:latinLit:stoa0275.stoa004"
"https://catalog.digitallatin.org/dll-work/W3225","","","Perseus Catalog","","","","","Tertullian","","","W3225","","stoa0276.stoa003","urn:cts:latinLit:stoa0276.stoa003"
"https://catalog.digitallatin.org/dll-work/W3203","","","LLT-A","","","","","Tertullian","","","W3203","","stoa0275.stoa009","urn:cts:latinLit:stoa0275.stoa009"
"https://catalog.digitallatin.org/dll-work/W3248","","","LLT-A","","","","","Tertullian","","","W3248","","stoa0275.stoa012","urn:cts:latinLit:stoa0275.stoa012"
"https://catalog.digitallatin.org/dll-work/W3201","","","LLT-A","","","","","Tertullian","","","W3201","","",""
"https://catalog.digitallatin.org/dll-work/W3208","","","LLT-A","","","","","Tertullian","","","W3208","","stoa0275.stoa013","urn:cts:latinLit:stoa0275.stoa013"
"https://catalog.digitallatin.org/dll-work/W3199","","","LLT-A","","","","","Tertullian","","","W3199","","",""
"https://catalog.digitallatin.org/dll-work/W3280","","","PHI","Hec. (OLD)","","","","Terence","","","W3280","phi0134.005","stoa0274.stoa005","urn:cts:latinLit:phi0134.phi005"
"https://catalog.digitallatin.org/dll-work/W3221","","","LLT-A","","","","","Tertullian","","","W3221","","stoa0275.stoa003","urn:cts:latinLit:stoa0275.stoa003"
"https://catalog.digitallatin.org/dll-work/W3300","","","PHI","Eu. (OLD)","","","","Terence","","","W3300","phi0134.003","stoa0274.stoa003","urn:cts:latinLit:phi0134.phi003"
"https://catalog.digitallatin.org/dll-work/W3313","","","PHI","An. (OLD)","","","","Terence","","","W3313","phi0134.001","stoa0274.stoa002","urn:cts:latinLit:phi0134.phi001"
"https://catalog.digitallatin.org/dll-work/W3338","","","PHI","Ad. (OLD)","","","","Terence","","","W3338","phi0134.006","stoa0274.stoa001","urn:cts:latinLit:phi0134.phi006"
"https://catalog.digitallatin.org/dll-work/W3336","","","PHI","Ph. (OLD)","","","","Terence","","","W3336","phi0134.004","stoa0274.stoa006","urn:cts:latinLit:phi0134.phi004"
"https://catalog.digitallatin.org/dll-work/W3519","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3519","","stoa0271.stoa011","urn:cts:latinLit:stoa0271.stoa011"
"https://catalog.digitallatin.org/dll-work/W3537","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3537","","stoa0271.stoa003","urn:cts:latinLit:stoa0271.stoa003"
"https://catalog.digitallatin.org/dll-work/W3516","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3516","","stoa0271.stoa006","urn:cts:latinLit:stoa0271.stoa006"
"https://catalog.digitallatin.org/dll-work/W3533","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3533","","stoa0271.stoa010","urn:cts:latinLit:stoa0271.stoa010"
"https://catalog.digitallatin.org/dll-work/W3541","","","PHI","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3541","phi2301.001","","urn:cts:latinLit:phi2301.phi001"
"https://catalog.digitallatin.org/dll-work/W3547","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3547","","stoa0271.stoa002","urn:cts:latinLit:stoa0271.stoa002"
"https://catalog.digitallatin.org/dll-work/W3576","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3576","","stoa0271.stoa004","urn:cts:latinLit:stoa0271.stoa004"
"https://catalog.digitallatin.org/dll-work/W3552","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3552","","stoa0271.stoa005","urn:cts:latinLit:stoa0271.stoa005"
"https://catalog.digitallatin.org/dll-work/W3545","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3545","","stoa0271.stoa009","urn:cts:latinLit:stoa0271.stoa009"
"https://catalog.digitallatin.org/dll-work/W3573","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3573","","stoa0271.stoa008","urn:cts:latinLit:stoa0271.stoa008"
"https://catalog.digitallatin.org/dll-work/W3551","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3551","","stoa0271.stoa007","urn:cts:latinLit:stoa0271.stoa007"
"https://catalog.digitallatin.org/dll-work/W3542","","","Perseus Catalog","","","","","Symmachus, Quintus Aurelius, approximately 340-402","","","W3542","","stoa0271.stoa001","urn:cts:latinLit:stoa0271.stoa001"
"https://catalog.digitallatin.org/dll-work/W3772","","","PHI","Ann. (OLD)","","","","Tacitus, Cornelius","","","W3772","phi1351.005","stoa0273.stoa002","urn:cts:latinLit:phi1351.phi005"
"https://catalog.digitallatin.org/dll-work/W3778","","","PHI","Ag. (OLD)","","","","Tacitus, Cornelius","","","W3778","phi1351.001","stoa0273.stoa001","urn:cts:latinLit:phi1351.phi001"
"https://catalog.digitallatin.org/dll-work/W3786","","","PHI","Dial. (OLD)","","","","Tacitus, Cornelius","","","W3786","phi1351.003","stoa0273.stoa003","urn:cts:latinLit:phi1351.phi003"
"https://catalog.digitallatin.org/dll-work/W3763","","","PHI","","","","","Tacitus, Cornelius","","","W3763","phi1351.004","stoa0273.stoa005","urn:cts:latinLit:phi1351.phi004"
"https://catalog.digitallatin.org/dll-work/W3181","","","LLT-A","","","","","Tertullian","","","W3181","","stoa0275.stoa019","urn:cts:latinLit:stoa0275.stoa019"
"https://catalog.digitallatin.org/dll-work/W3178","","","LLT-A","","","","","Tertullian","","","W3178","","stoa0275.stoa024","urn:cts:latinLit:stoa0275.stoa024"
"https://catalog.digitallatin.org/dll-work/W3215","","","LLT-A","","","","","Tertullian","","","W3215","","stoa0275.stoa016","urn:cts:latinLit:stoa0275.stoa016"
"https://catalog.digitallatin.org/dll-work/W3186","","","LLT-A","","","","","Tertullian","","","W3186","","stoa0275.stoa017","urn:cts:latinLit:stoa0275.stoa017"
"https://catalog.digitallatin.org/dll-work/W3210","","","Perseus Catalog","","","","","Tertullian","","","W3210","","stoa0275.stoa018a","urn:cts:latinLit:stoa0275.stoa018a"
"https://catalog.digitallatin.org/dll-work/W3191","","","LLT-A","","","","","Tertullian","","","W3191","","stoa0275.stoa020","urn:cts:latinLit:stoa0275.stoa020"
"https://catalog.digitallatin.org/dll-work/W3189","","","LLT-A","","","","","Tertullian","","","W3189","","stoa0275.stoa025","urn:cts:latinLit:stoa0275.stoa025"
"https://catalog.digitallatin.org/dll-work/W3213","","","LLT-A","","","","","Tertullian","","","W3213","","stoa0275.stoa029","urn:cts:latinLit:stoa0275.stoa029"
"https://catalog.digitallatin.org/dll-work/W3187","","","Perseus Catalog","","","","","Tertullian","","","W3187","","stoa0276.stoa008","urn:cts:latinLit:stoa0276.stoa008"
"https://catalog.digitallatin.org/dll-work/W3222","","","LLT-A","","","","","Tertullian","","","W3222","","stoa0275.stoa021","urn:cts:latinLit:stoa0275.stoa021"
"https://catalog.digitallatin.org/dll-work/W3200","","","LLT-A","","","","","Tertullian","","","W3200","","stoa0275.stoa022","urn:cts:latinLit:stoa0275.stoa022"
"https://catalog.digitallatin.org/dll-work/W3207","","","LLT-A","","","","","Tertullian","","","W3207","","stoa0275.stoa023","urn:cts:latinLit:stoa0275.stoa023"
"https://catalog.digitallatin.org/dll-work/W3197","","","LLT-A","","","","","Tertullian","","","W3197","","stoa0275.stoa027","urn:cts:latinLit:stoa0275.stoa027"
"https://catalog.digitallatin.org/dll-work/W3223","","","Perseus Catalog","","","","","Tertullian","","","W3223","","stoa0276.stoa006","urn:cts:latinLit:stoa0276.stoa006"
"https://catalog.digitallatin.org/dll-work/W3224","","","LLT-A","","","","","Tertullian","","","W3224","","stoa0275.stoa030","urn:cts:latinLit:stoa0275.stoa030"
