Author,Title,DLL Identifier,DLL Page Link
"Capitolinus, Julius, active 300",Gordiani Tres Iuli Capitolini (dub.),W3956,https://catalog.digitallatin.org/dll-work/W3956
"Capitolinus, Julius, active 300",Helvius Pertinax Iuli Capitolini (dub.),W3923,https://catalog.digitallatin.org/dll-work/W3923
"Capitolinus, Julius, active 300",Iuli Capitolini Antoninus Pius (dub.),W3929,https://catalog.digitallatin.org/dll-work/W3929
"Capitolinus, Julius, active 300",Iuli Capitolini Verus (dub.),W3909,https://catalog.digitallatin.org/dll-work/W3909
"Capitolinus, Julius, active 300",Maximini Duo Iuli Capitolini (dub.),W3982,https://catalog.digitallatin.org/dll-work/W3982
"Capitolinus, Julius, active 300",Maximus Et Balbinus Iuli Capitolini (dub.),W3962,https://catalog.digitallatin.org/dll-work/W3962
"Capitolinus, Julius, active 300",Opilius Macrinus Iuli Capitolini (dub.),W3905,https://catalog.digitallatin.org/dll-work/W3905
"Capitolinus, Julius, active 300",Vita Clodii Albini Iulii Capitolini (dub.),W3951,https://catalog.digitallatin.org/dll-work/W3951
"Capitolinus, Julius, active 300",Vita Marci Antonini Philosophi Iuli Capitolini (dub.),W3903,https://catalog.digitallatin.org/dll-work/W3903
"Capreolus, of Carthage",Epistolae,W1934,https://catalog.digitallatin.org/dll-work/W1934
"Carbo Arvina, C. Papirius, -82 B.C.",Oratio (Gaius Papirius Carbo Arvina),W310,https://catalog.digitallatin.org/dll-work/W310
"Carbo, C. Papirius, approximately 164 B.C.-119 B.C.",Oratio (Gaius Papirius Carbo),W3276,https://catalog.digitallatin.org/dll-work/W3276
"Carrara, Ubertino, 1642-1716",Columbus,W2734,https://catalog.digitallatin.org/dll-work/W2734
"Cascellius, A., active 1st century B.C.","Liber Bene Dictorum, frr. duo",W1868,https://catalog.digitallatin.org/dll-work/W1868
"Cassian, John",Conlationes,W5007,https://catalog.digitallatin.org/dll-work/W5007
"Cassian, John",De Incarnatione Domini Contra Nestorum,W2524,https://catalog.digitallatin.org/dll-work/W2524
"Cassian, John",Epistolas Castoris Aptensis Episcopi ad Cassianum Abbatem Massiliensem,W2497,https://catalog.digitallatin.org/dll-work/W2497
"Cassian, John",Institutiones,W2503,https://catalog.digitallatin.org/dll-work/W2503
"Cassian, John",Paucae Quaedam Sententiae Piam Interpretationem Desiderantes,W2478,https://catalog.digitallatin.org/dll-work/W2478
"Cassiodorus, Senator","Anecdoton Holderi quod dicitur, scilicet excerpta ex Cassiodori libello de ordine generis Cassiodororum",W1717,https://catalog.digitallatin.org/dll-work/W1717
"Cassiodorus, Senator",Anecdoton Holderi: Excerpta ex Cassiodori libello quod nuncupatur 'Ordo generis Cassiodororum',W1724,https://catalog.digitallatin.org/dll-work/W1724
"Cassiodorus, Senator",Chronicon,W1720,https://catalog.digitallatin.org/dll-work/W1720
"Cassiodorus, Senator",Complexiones in Actus apostolorum,W1672,https://catalog.digitallatin.org/dll-work/W1672
"Cassiodorus, Senator",Complexiones in Apocalypsin,W1733,https://catalog.digitallatin.org/dll-work/W1733
"Cassiodorus, Senator",Complexiones in Epistulas apostolorum,W1741,https://catalog.digitallatin.org/dll-work/W1741
"Cassiodorus, Senator",Computus Paschalis,W1786,https://catalog.digitallatin.org/dll-work/W1786
"Cassiodorus, Senator",De Amicitia Verae,W1737,https://catalog.digitallatin.org/dll-work/W1737
"Cassiodorus, Senator",De anima,W1751,https://catalog.digitallatin.org/dll-work/W1751
"Cassiodorus, Senator",De arithmetica,W1747,https://catalog.digitallatin.org/dll-work/W1747
"Cassiodorus, Senator",De Arte Rhetorica,W1755,https://catalog.digitallatin.org/dll-work/W1755
"Cassiodorus, Senator",De artibus et disciplinis liberalium litterarum,W1716,https://catalog.digitallatin.org/dll-work/W1716
"Cassiodorus, Senator",De Dialectica,W1725,https://catalog.digitallatin.org/dll-work/W1725
"Cassiodorus, Senator",De Geometra,W1763,https://catalog.digitallatin.org/dll-work/W1763
"Cassiodorus, Senator",De Musica,W1742,https://catalog.digitallatin.org/dll-work/W1742
"Cassiodorus, Senator",De oratione et de octo partibus orationis,W1784,https://catalog.digitallatin.org/dll-work/W1784
"Cassiodorus, Senator",De orthographia,W1711,https://catalog.digitallatin.org/dll-work/W1711
"Cassiodorus, Senator",De propositionum modis (opusculum siue a Cassiodoro siue ab aliis Cassiodori 'Institutionibus' additum),W1734,https://catalog.digitallatin.org/dll-work/W1734
"Cassiodorus, Senator","De schematibus, tropis et quibusdam locis rhetoricis S. Scripturae, quae passim in commentario Cassiodori in Psalmos reperiuntur",W1752,https://catalog.digitallatin.org/dll-work/W1752
"Cassiodorus, Senator",De syllogismis et paralogismis,W1743,https://catalog.digitallatin.org/dll-work/W1743
"Cassiodorus, Senator",De topicis,W1753,https://catalog.digitallatin.org/dll-work/W1753
"Cassiodorus, Senator",De Vita Monastica Dissertatio,W1712,https://catalog.digitallatin.org/dll-work/W1712
"Cassiodorus, Senator",Expositio in Canticum,W1721,https://catalog.digitallatin.org/dll-work/W1721
"Cassiodorus, Senator",Expositio in Psalterium,W1761,https://catalog.digitallatin.org/dll-work/W1761
"Cassiodorus, Senator",Expositio psalmorum,W1723,https://catalog.digitallatin.org/dll-work/W1723
"Cassiodorus, Senator",Expositio sancti Pauli Epistulae ad Romanos,W1790,https://catalog.digitallatin.org/dll-work/W1790
"Cassiodorus, Senator",Gothorum Historica,W1738,https://catalog.digitallatin.org/dll-work/W1738
"Cassiodorus, Senator",Historia Ecclesiastica,W1748,https://catalog.digitallatin.org/dll-work/W1748
"Cassiodorus, Senator",Historia Tripartita,W1708,https://catalog.digitallatin.org/dll-work/W1708
"Cassiodorus, Senator",Institutiones,W1740,https://catalog.digitallatin.org/dll-work/W1740
"Cassiodorus, Senator",Orationum reliquiae,W1749,https://catalog.digitallatin.org/dll-work/W1749
"Cassiodorus, Senator",Principia geometriae disciplinae excerpta e Boethii Arte geometriae et arithmeticae,W1713,https://catalog.digitallatin.org/dll-work/W1713
"Cassiodorus, Senator",Variarum libri XII,W1710,https://catalog.digitallatin.org/dll-work/W1710
Cassius Felix,De medicina ,W307,https://catalog.digitallatin.org/dll-work/W307
Cassius Hemina,Annales,W602,https://catalog.digitallatin.org/dll-work/W602
Cassius Hemina,Historiae,W633,https://catalog.digitallatin.org/dll-work/W633
"Cassius Longinus, Gaius, active 54 B.C.-42 B.C.",Iurisprudentia,W2941,https://catalog.digitallatin.org/dll-work/W2941
"Cassius Longinus, L. (Lucius), active 54 B.C.-41 B.C.",Oratio (Lucius Cassius Longinus),W2353,https://catalog.digitallatin.org/dll-work/W2353
"Castellesi, Adriano, approximately 1461-",Venatio,W4894,https://catalog.digitallatin.org/dll-work/W4894
"Castiglione, Baldassarre, conte, 1478-1529",Carmina,W5081,https://catalog.digitallatin.org/dll-work/W5081
"Catiline, approximately 108 B.C.-62 B.C.",Epistula ad Quintum Catulum,W1657,https://catalog.digitallatin.org/dll-work/W1657
Cato Africanus 5th century,Carmina,W4222,https://catalog.digitallatin.org/dll-work/W4222
"Cato, Dionysius",De Musis Versus,W2425,https://catalog.digitallatin.org/dll-work/W2425
"Cato, Dionysius",Disticha,W2421,https://catalog.digitallatin.org/dll-work/W2421
"Cato, Marcus Porcius",Carmen De Moribus,W1128,https://catalog.digitallatin.org/dll-work/W1128
"Cato, Marcus Porcius",De Agri Cultura,W1134,https://catalog.digitallatin.org/dll-work/W1134
"Cato, Marcus Porcius","De Agri Cultura, fragmenta",W1116,https://catalog.digitallatin.org/dll-work/W1116
"Cato, Marcus Porcius",De Medicina,W1092,https://catalog.digitallatin.org/dll-work/W1092
"Cato, Marcus Porcius",De Re Militari,W1098,https://catalog.digitallatin.org/dll-work/W1098
"Cato, Marcus Porcius",De Rhetorica,W1127,https://catalog.digitallatin.org/dll-work/W1127
"Cato, Marcus Porcius",Dicta Memorabilia,W1133,https://catalog.digitallatin.org/dll-work/W1133
"Cato, Marcus Porcius",Epistulae,W1114,https://catalog.digitallatin.org/dll-work/W1114
"Cato, Marcus Porcius",incertorum librorum fragmenta,W1060,https://catalog.digitallatin.org/dll-work/W1060
"Cato, Marcus Porcius",Iurisprudentia,W1029,https://catalog.digitallatin.org/dll-work/W1029
"Cato, Marcus Porcius",Orationes,W1100,https://catalog.digitallatin.org/dll-work/W1100
"Cato, Marcus Porcius",Origines,W1079,https://catalog.digitallatin.org/dll-work/W1079
"Cato, Marcus Porcius, 95 B.C.-46 B.C.",Orationes (Marcus Porcius Cato Uticensis),W2812,https://catalog.digitallatin.org/dll-work/W2812
"Catullus, Gaius Valerius",Carmina,W2960,https://catalog.digitallatin.org/dll-work/W2960
"Catullus, Gaius Valerius",Carminum fragmenta,W2965,https://catalog.digitallatin.org/dll-work/W2965
"Catullus, Gaius Valerius",Mimus,W2979,https://catalog.digitallatin.org/dll-work/W2979
"Celsus, Aulus Cornelius",De Agricultura,W2746,https://catalog.digitallatin.org/dll-work/W2746
"Celsus, Aulus Cornelius",De Medicina,W2724,https://catalog.digitallatin.org/dll-work/W2724
"Celsus, Aulus Cornelius",De Rhetorica,W2731,https://catalog.digitallatin.org/dll-work/W2731
"Celtis, Konrad",Oratio in Gymnasio in Ingelstadio Publice Recitata,W3584,https://catalog.digitallatin.org/dll-work/W3584
Censorinus,De caeli positione fragmentum,W642,https://catalog.digitallatin.org/dll-work/W642
Censorinus,De die natali liber,W658,https://catalog.digitallatin.org/dll-work/W658
Censorinus,De figuris fragmentum,W597,https://catalog.digitallatin.org/dll-work/W597
Censorinus,De formis fragmentum,W634,https://catalog.digitallatin.org/dll-work/W634
Censorinus,De geometrica fragmentum,W624,https://catalog.digitallatin.org/dll-work/W624
Censorinus,De legitimis numeris fragmentum,W632,https://catalog.digitallatin.org/dll-work/W632
Censorinus,De metris fragmentum,W665,https://catalog.digitallatin.org/dll-work/W665
Censorinus,De modulatione fragmentum,W623,https://catalog.digitallatin.org/dll-work/W623
Censorinus,De musica fragmentum,W610,https://catalog.digitallatin.org/dll-work/W610
Censorinus,De naturali institutione fragmentum,W664,https://catalog.digitallatin.org/dll-work/W664
Censorinus,De nomine rhythmi fragmentum,W579,https://catalog.digitallatin.org/dll-work/W579
Censorinus,De numeris simplicibus fragmentum,W606,https://catalog.digitallatin.org/dll-work/W606
Censorinus,De postulatis fragmentum,W5235,https://catalog.digitallatin.org/dll-work/W5235
Censorinus,De stellis fixis et vagantibus fragmentum,W651,https://catalog.digitallatin.org/dll-work/W651
Censorinus,De terra fragmentum,W580,https://catalog.digitallatin.org/dll-work/W580
"Cerealis, of Castello di Ripa",Contra Maximinum Arianum Libellus,W5172,https://catalog.digitallatin.org/dll-work/W5172
"Cereta, Laura, 1469-1499",Epistulae,W4273,https://catalog.digitallatin.org/dll-work/W4273
"Cetius Faventinus, Marcus",Artis architectonicae priuatis usibus adbreuiatus liber,W1816,https://catalog.digitallatin.org/dll-work/W1816
"Charisius, Flavius Sosipater",Artis grammaticae libri V,W4287,https://catalog.digitallatin.org/dll-work/W4287
"Charlemagne, Emperor, 742-814",Disputatio de rhetorica et de virtutibus,W1750,https://catalog.digitallatin.org/dll-work/W1750
"Childebert II, King of Austrasia",Constitutio De Abolendis Reliquis Idolatriae,W4436,https://catalog.digitallatin.org/dll-work/W4436
"Chilpéric I, King of the Franks",Hymnus in sollemnitate sancti Medardi episcopi,W1306,https://catalog.digitallatin.org/dll-work/W1306
"Chrestien, Florent, 1541-1596",Euripidis Cyclops,W731,https://catalog.digitallatin.org/dll-work/W731
"Chromatius, Saint",Dicta,W2066,https://catalog.digitallatin.org/dll-work/W2066
"Chromatius, Saint",In Evangelium Sancti Matthaei,W2036,https://catalog.digitallatin.org/dll-work/W2036
"Chromatius, Saint",Scripta [Falso Attributa],W2040,https://catalog.digitallatin.org/dll-work/W2040
"Chromatius, Saint",Tractatus Singularis Seu Sermo De Octo Beatitudinibus,W5033,https://catalog.digitallatin.org/dll-work/W5033
"Cicero, Marcus Tullius",Academica,W3172,https://catalog.digitallatin.org/dll-work/W3172
"Cicero, Marcus Tullius",Alcyones,W3089,https://catalog.digitallatin.org/dll-work/W3089
"Cicero, Marcus Tullius",Arati Phaenomena,W3183,https://catalog.digitallatin.org/dll-work/W3183
"Cicero, Marcus Tullius",Arati Prognostica,W3152,https://catalog.digitallatin.org/dll-work/W3152
"Cicero, Marcus Tullius",Brutus,W3162,https://catalog.digitallatin.org/dll-work/W3162
"Cicero, Marcus Tullius","Carmina, fragmenta",W3038,https://catalog.digitallatin.org/dll-work/W3038
"Cicero, Marcus Tullius",Cato,W3080,https://catalog.digitallatin.org/dll-work/W3080
"Cicero, Marcus Tullius",Cato Maior de Senectute,W3169,https://catalog.digitallatin.org/dll-work/W3169
"Cicero, Marcus Tullius",Chorographia,W3022,https://catalog.digitallatin.org/dll-work/W3022
"Cicero, Marcus Tullius",Commentarii Causarum,W3179,https://catalog.digitallatin.org/dll-work/W3179
"Cicero, Marcus Tullius",Consolatio,W3074,https://catalog.digitallatin.org/dll-work/W3074
"Cicero, Marcus Tullius",Contra Contionem Q. Metelli,W3120,https://catalog.digitallatin.org/dll-work/W3120
"Cicero, Marcus Tullius",De auguriis,W3075,https://catalog.digitallatin.org/dll-work/W3075
"Cicero, Marcus Tullius",De consiliis suis,W3064,https://catalog.digitallatin.org/dll-work/W3064
"Cicero, Marcus Tullius",De consulatu suo ,W3104,https://catalog.digitallatin.org/dll-work/W3104
"Cicero, Marcus Tullius",De Divinatione,W3139,https://catalog.digitallatin.org/dll-work/W3139
"Cicero, Marcus Tullius",De Domo Sua,W3157,https://catalog.digitallatin.org/dll-work/W3157
"Cicero, Marcus Tullius",De Fato,W5323,https://catalog.digitallatin.org/dll-work/W5323
"Cicero, Marcus Tullius",De Finibus,W5327,https://catalog.digitallatin.org/dll-work/W5327
"Cicero, Marcus Tullius",De gloria,W3128,https://catalog.digitallatin.org/dll-work/W3128
"Cicero, Marcus Tullius",De Haruspicum Responso,W3176,https://catalog.digitallatin.org/dll-work/W3176
"Cicero, Marcus Tullius",De Inventione,W3138,https://catalog.digitallatin.org/dll-work/W3138
"Cicero, Marcus Tullius",De Iure Civ. in Artem Redig.,W3156,https://catalog.digitallatin.org/dll-work/W3156
"Cicero, Marcus Tullius",De Lege Agraria,W3165,https://catalog.digitallatin.org/dll-work/W3165
"Cicero, Marcus Tullius",De Legibus,W5326,https://catalog.digitallatin.org/dll-work/W5326
"Cicero, Marcus Tullius",De Natura Deorum,W3174,https://catalog.digitallatin.org/dll-work/W3174
"Cicero, Marcus Tullius",De Officiis,W3185,https://catalog.digitallatin.org/dll-work/W3185
"Cicero, Marcus Tullius",De Optimo Genere Oratorum,W3151,https://catalog.digitallatin.org/dll-work/W3151
"Cicero, Marcus Tullius",De Oratore,W3159,https://catalog.digitallatin.org/dll-work/W3159
"Cicero, Marcus Tullius",De Partitione Oratoria,W5395,https://catalog.digitallatin.org/dll-work/W5395
"Cicero, Marcus Tullius",De Provinciis Consularibus,W3168,https://catalog.digitallatin.org/dll-work/W3168
"Cicero, Marcus Tullius",De rege Alexandrino,W3066,https://catalog.digitallatin.org/dll-work/W3066
"Cicero, Marcus Tullius",De Republica,W3177,https://catalog.digitallatin.org/dll-work/W3177
"Cicero, Marcus Tullius",De virtutibus,W3133,https://catalog.digitallatin.org/dll-work/W3133
"Cicero, Marcus Tullius",Elegia Talemastis (dub.),W3054,https://catalog.digitallatin.org/dll-work/W3054
"Cicero, Marcus Tullius",Epigrammata,W3025,https://catalog.digitallatin.org/dll-work/W3025
"Cicero, Marcus Tullius",Epistula ad Octavianum (dub.),W3141,https://catalog.digitallatin.org/dll-work/W3141
"Cicero, Marcus Tullius",Epistulae ad Atticum,W3060,https://catalog.digitallatin.org/dll-work/W3060
"Cicero, Marcus Tullius",Epistulae ad Brutum,W5324,https://catalog.digitallatin.org/dll-work/W5324
"Cicero, Marcus Tullius",Epistulae ad Familiares,W4977,https://catalog.digitallatin.org/dll-work/W4977
"Cicero, Marcus Tullius",Epistulae ad Quintum Fratrem,W3129,https://catalog.digitallatin.org/dll-work/W3129
"Cicero, Marcus Tullius","epistulae, fragmenta",W3108,https://catalog.digitallatin.org/dll-work/W3108
"Cicero, Marcus Tullius",Facete Dicta,W3115,https://catalog.digitallatin.org/dll-work/W3115
"Cicero, Marcus Tullius",Hortensius,W3090,https://catalog.digitallatin.org/dll-work/W3090
"Cicero, Marcus Tullius",In Catilinam,W3098,https://catalog.digitallatin.org/dll-work/W3098
"Cicero, Marcus Tullius",In P. Clodium et C. Curionem,W3027,https://catalog.digitallatin.org/dll-work/W3027
"Cicero, Marcus Tullius",In Pisonem,W3126,https://catalog.digitallatin.org/dll-work/W3126
"Cicero, Marcus Tullius",In Q. Caecilium,W3106,https://catalog.digitallatin.org/dll-work/W3106
"Cicero, Marcus Tullius",In Sallustium (dub.),W3113,https://catalog.digitallatin.org/dll-work/W3113
"Cicero, Marcus Tullius",In toga candida,W3119,https://catalog.digitallatin.org/dll-work/W3119
"Cicero, Marcus Tullius",In Vatinium,W3087,https://catalog.digitallatin.org/dll-work/W3087
"Cicero, Marcus Tullius",In Verrem,W3096,https://catalog.digitallatin.org/dll-work/W3096
"Cicero, Marcus Tullius",incertorum librorum fragmenta,W3123,https://catalog.digitallatin.org/dll-work/W3123
"Cicero, Marcus Tullius",Interrogatio de aere alieno Milonis,W3023,https://catalog.digitallatin.org/dll-work/W3023
"Cicero, Marcus Tullius",Laelius de Amicitia,W3134,https://catalog.digitallatin.org/dll-work/W3134
"Cicero, Marcus Tullius",Limon,W3081,https://catalog.digitallatin.org/dll-work/W3081
"Cicero, Marcus Tullius",Lucullus,W3111,https://catalog.digitallatin.org/dll-work/W3111
"Cicero, Marcus Tullius",Marius,W3118,https://catalog.digitallatin.org/dll-work/W3118
"Cicero, Marcus Tullius",Oeconomicus,W3125,https://catalog.digitallatin.org/dll-work/W3125
"Cicero, Marcus Tullius",oratio pridie quam in exilium iret,W3082,https://catalog.digitallatin.org/dll-work/W3082
"Cicero, Marcus Tullius",Orationum deperditarum frr.,W3059,https://catalog.digitallatin.org/dll-work/W3059
"Cicero, Marcus Tullius",Orationum incertarum frr.,W3094,https://catalog.digitallatin.org/dll-work/W3094
